outlet,bias,headline,summary,ground_news_interest_url
Mashable,Left,Astronomers Confirm Exile Planet in Milky Way,"A lone, starless world has been confirmed for the first time with direct evidence, wandering through the Milky Way. Scientists have documented a dozen rogue planets in the past decade, but this one is not just an educated guess based on a handful of clues. By catching the same brief cosmic alignment from Earth and space, researchers were able to directly measure the celestial object's mass.",https://ground.news/interest/mashable
Common Dreams,Left,'Stop This Madness': 3 Killed in Mass Shooting at Rhode Island High School Hockey Game,"""This is no way for our kids to live,"" said one gun control advocate.",https://ground.news/interest/common-dreams
Raw Story,Left,Trump threatens to slap tariffs on countries that won't let him take over Greenland,Open the article to view the coverage from Raw Story 1 month ago · United States,https://ground.news/interest/raw-story
Wonkette,Left,"Insolent, Shouty Brat Brings Burn Book To Congress","Uh oh, she’s got that poopyface like she just smelled Donald Trump’s ass again. On the day after her Department of Justice received its latest humiliation, when a grand jury laughed its ass off and told US Attorney Jeanine Pirro to go fuck an empty Franzia box with her attempted indictments of six Democratic members of Congress, Attorney General Pam “Country Time Regina George with a burn book full of Funyun powder” Bondi showed up to Congress a...",https://ground.news/interest/wonkette
Boing Boing,Left,Federal Charges Announced for Man Who Squeezed Vinegar on Ilhan Omar,"Anthony Kazmierczak, the MAGA man who squirted Democratic U.S. Rep. Ilhan Omar with vinegar at an event in Minneapolis on Tuesday night, now faces federal charges of assault and intimidation. Court documents reveal that Kazmierczak told a close associate several years ago that ""somebody should kill"" Omar.",https://ground.news/interest/boing-boing
HuffPost,Left,FAA: Small Plane Carrying 8 Crashes At Airport In Maine,"Federal authorities are investigating the incident, which reportedly occurred during takeoff.",https://ground.news/interest/huffpost
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues the IRS and Treasury for $10 billion over tax return leak, claiming weaponization of taxpayer privacy laws for himself while giving ICE individual tax records.",https://ground.news/interest/truthout
rhodeislandcurrent.com,Left,Pawtucket Police Chief Tina Goncalves Urges Respect for Family After Tragedy at Ice Rink,"Pawtucket Police Chief Tina Goncalves listens as the city's mayor speaks during a press conference Tuesday afternoon, Feb. 17, 2026, at the city's Municipal Annex on the latest information on the Lynch Arena shooting investigation. With a large contingent of state and local elected officials standing by, Pawtucket Police Chief Tina Goncalves Tuesday released the names of the mother and her two children who were killed in the shooting.",https://ground.news/interest/rhodeislandcurrentcom
Meduza,Left,"New Documents Reveal Links Between Jeffrey Epstein and Bill Gates, Elon Musk","The U.S. Department of Justice has released a new series of documents (1, 2, 3) in the ongoing investigation into Jeffrey Epstein's alleged human trafficking case, which includes references to billionaires Bill Gates and Elon Musk, according to CNN on 30 January.",https://ground.news/interest/meduza
Salon,Left,"Bovino is out, but Trump isn't relenting","Beyond the heinous fact of Alex Pretti’s killing on Saturday in Minneapolis, when at least 10 bullets were fired by Border Patrol officers at the 37-year-old ICU nurse who was caring for others at a peaceful protest against Immigration and Customs Enforcement operations, it was body language that stood out. The curve of his thin back as he tried to shield a woman before he was dragged away; the swagger of the federal agents who were soon to kill.",https://ground.news/interest/salon
Salon,Left,Trump and sons seek $10 billion taxpayer-funded payday in IRS lawsuit,"President Donald Trump sued the IRS and the Treasury Department on Thursday, alleging they failed to ""safeguard"" his and his family's tax returns from being leaked to the press. Trump, along with his sons, Eric and Don Jr., and the Trump Organization, are seeking $10 billion in damages, according to a lawsuit filed in Florida's Southern District Court. The lawsuit alleges that the IRS and Treasury Department ""had a duty to...protect"" the Trumps' ""tax returns.""",https://ground.news/interest/salon
CartaCapital,Left,María Corina Machado Delivers the Nobel Peace Medal to Trump and Says Tell Him,"According to the Statutory of the Nobel Institute, it is personal and irreplaceable",https://ground.news/interest/cartacapitalcombr
Le Huffington Post,Left,Trump's Chosen for the Federal Reserve (Which Causes the Gold Price to Fall),"This 55-year-old businessman is expected to succeed Jerome Powell in May, whose U.S. president continues to lament.",https://ground.news/interest/le-huffington-post
teleSUR,Left,Maria Corina Machado Gave Donald Trump His Nobel Prize,The White House tenant thanked him for delivering the Nobel medal but reiterated that María Corina Machado does not have the political backing of Venezuelan society.,https://ground.news/interest/telesurtvnet
scheerpost.com,Left,Rep. Ilhan Omar Attacked by Man at Minneapolis Town Hall After She Called for Noem’s Impeachment,"Omar, a target of President Donald Trump and his supporters, was attacked by a man at a Minneapolis town hall after she called for the impeachment of former South Dakota Governor Kristi Noem.",https://ground.news/interest/scheerpostcom
Novara Media,Left,"Trump Warns Iran ""Time Is Running Out""",Trump warns Iran that he is ready to attack.,https://ground.news/interest/novara-media
Le Huffington Post,Left,Trump's Quotes in New Epstein Documents: A Closer Look,The president's statements in the recently released Epstein-related documents have been scrutinized and analyzed by experts.,https://ground.news/interest/le-huffington-post
HuffPost,Left,Trump Nominates Kevin Warsh to Lead the Federal Reserve,"Trump praised Kevin Warsh as one of the ""best"" Fed Chairmen, expressing confidence in his leadership.",https://ground.news/interest/huffpost
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues the IRS and Treasury for $10 billion over tax return leak, claiming weaponization of taxpayer privacy laws and ICE's use of his tax records.",https://ground.news/interest/truthout
Mediazona,Left,U.S. Intelligence: No U.S. Attack on Putin's Residence; Attack Targeted Military Facility in Same Region,"The U.S. Central Intelligence Agency concluded that Ukrainian drones were attempting to attack a military facility in the same region, not Putin's residence.",https://ground.news/interest/_57539d
The London Economic,Left,FBI Document Reveals Trump Told Police About Epstein's Behavior in 2006,"A newly uncovered FBI document reveals that Donald Trump informed law enforcement about Jeffrey Epstein's alleged misconduct in 2006. According to the document, a 2019 FBI interview with a former Florida police officer, the officer stated that Trump called him in relation to an investigation into Epstein.",https://ground.news/interest/the-london-economic
workers.org,Left,"15,000 Nurses Walk Out on Big-Business Hospitals in NYC","The New York State Nurses Association (NYNSA) has called a strike by 15,000 nurses at the biggest and richest hospital empires in New York City, starting at 6 a.m. on Jan. 12. This marks the largest nurses’ strike in the city's history.",https://ground.news/interest/workersorg
Meduza,Left,"","",https://ground.news/interest/meduza
Mashable,Left,"Elon Musk's xAI all-hands takeaways: Ancient aliens, Macrohard","In the wake of xAI losing two of its co-founders and other prominent employees, Elon Musk held an all-hands meeting at his his AI company, which recently merged with SpaceX. And in an unusual move, xAI posted the entire 45-minute meeting online. This Tweet is currently unavailable. It might be loading or has been removed. No time to watch or listen? We've got you. Here are the main takeaways: xAI splits into teams",https://ground.news/interest/mashable
